publisher_id,reason,evidence,author,dated
F59DB4F4-8F05-4A72-BFDF-645B926DD2A7,"Nant Onneu arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 486.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 319,657.0 E 217,376.2 N with 486.3 km above it and no outflow; the link's upstream node at 321,460.8 E 218,138.0 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 82.1 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
66A32FFB-CA21-47A5-9A71-ACD4309A9F9E,"Nant Onnau-fach arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 483.6 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 320,492.9 E 216,790.2 N with 483.6 km above it and no outflow; the link's upstream node at 321,711.7 E 217,911.2 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 64.5 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
B32C601C-09E4-44EE-B1BB-16E2B9997938,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 481.7 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 319,109.6 E 299,736.5 N with 481.7 km above it and no outflow; the link's upstream node at 320,098.7 E 299,676.6 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 10.4 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
173AE691-CFA0-41B8-8E1A-FA1C403DEE2C,"River Tame arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 480.6 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 420,961.5 E 301,683.6 N with 480.6 km above it and no outflow; the link's upstream node at 420,539.3 E 303,793.7 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 3.5 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
22F762CB-CF2D-4B03-A45C-42DC3CE318A1,"River Avon arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 427.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 430,138.8 E 265,644.7 N with 427.3 km above it and no outflow; the link's upstream node at 428,932.1 E 264,747.0 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: -0.4 m over 1,678 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
D7F3D19B-A198-472C-9BFB-AA25C0D499B2,"Maxey Cut arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 346.0 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 509,560.5 E 307,733.0 N with 346.0 km above it and no outflow; the link's upstream node at 516,624.0 E 307,304.9 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 6.7 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
0B70AFAC-D372-4A6D-8162-BA01E425DAD5,"Little Ouse River arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 337.4 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 575,518.6 E 286,919.1 N with 337.4 km above it and no outflow; the link's upstream node at 567,534.4 E 285,626.9 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 0.8 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
A41E01E9-2BDB-4929-AE06-C6F73F50A0D7,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 320.7 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 328,938.2 E 126,514.0 N with 320.7 km above it and no outflow; the link's upstream node at 329,284.9 E 126,247.1 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 2.3 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
F2426E29-B110-415B-A30E-382244A32E11,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 320.0 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 327,607.3 E 126,020.0 N with 320.0 km above it and no outflow; the link's upstream node at 329,070.2 E 126,030.6 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 6.8 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
5AD236AD-FCD5-422C-AC21-35BAD62A8C86,"River Aire arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 309.2 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 412,482.8 E 438,020.1 N with 309.2 km above it and no outflow; the link's upstream node at 412,728.6 E 438,379.0 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: -0.3 m over 943 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
1DCA3A82-8333-4380-85AC-447A53552843,"Aberham arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 252.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 308,721.8 E 365,404.7 N with 252.3 km above it and no outflow; the link's upstream node at 309,203.2 E 367,063.2 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 2.1 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
75DD3574-10AE-4B2C-B323-A06964B85D23,"Lower Clydach River arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 231.5 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 268,907.7 E 201,181.0 N with 231.5 km above it and no outflow; the link's upstream node at 268,932.8 E 201,151.7 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: 0.0 m over 39 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
C3B4FFDD-BDBB-42E2-924E-B6750DE8FA6C,"Afon Nedd arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 190.5 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 280,471.3 E 201,086.1 N with 190.5 km above it and no outflow; the link's upstream node at 279,758.4 E 200,389.2 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: -0.3 m over 1,084 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
0AE4B521-E900-4D50-AF1C-BD91BEDB9DF5,"River Wissey arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 174.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 571,915.8 E 299,589.9 N with 174.8 km above it and no outflow; the link's upstream node at 558,999.7 E 299,079.6 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 2.7 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
772C226D-EDAA-49F1-9B66-042AB37FAD98,"Shottery Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 155.5 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 418,348.7 E 256,635.5 N with 155.5 km above it and no outflow; the link's upstream node at 418,394.5 E 253,414.6 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 12.2 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
340479BA-F38B-415D-8051-ABC19C6C44D8,"River Wyre arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 140.2 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 349,316.8 E 444,956.2 N with 140.2 km above it and no outflow; the link's upstream node at 349,164.2 E 443,127.2 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 5.5 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
F8A1E19B-B8C9-46B3-8934-113D78960D6E,"River Stour arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 137.6 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 383,066.3 E 277,876.8 N with 137.6 km above it and no outflow; the link's upstream node at 382,847.5 E 275,737.7 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 4.3 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
5CFD581E-E9E0-49B8-B80F-F75C6C82A07C,"Afon Dysynni arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 117.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 260,886.5 E 305,166.8 N with 117.3 km above it and no outflow; the link's upstream node at 259,732.7 E 303,409.7 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 1.6 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
4BF234EC-9656-42B0-8D06-17023BA7C8A5,"River Yare arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 117.1 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 612,984.8 E 307,987.8 N with 117.1 km above it and no outflow; the link's upstream node at 612,948.2 E 308,316.7 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: -0.2 m over 477 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
6FD284BB-BBA1-4A29-821D-C9851D27F3D6,"River Brue arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 116.4 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 352,681.2 E 135,232.8 N with 116.4 km above it and no outflow; the link's upstream node at 350,935.0 E 137,323.1 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 3.1 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
5EB6AD86-D053-4B47-B56C-4293F55D60C3,"Furze Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 113.4 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 309,647.9 E 95,487.4 N with 113.4 km above it and no outflow; the link's upstream node at 309,252.6 E 95,516.6 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 4.7 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
4ACDB38C-AD54-4EB0-86D4-E138A3CF8DB3,"North Engine Drain arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 111.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 477,772.2 E 410,713.7 N with 111.3 km above it and no outflow; the link's upstream node at 480,786.2 E 409,907.8 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: -0.3 m over 3,146 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
65B69271-9AD0-46FE-9A18-D84A06150F6F,"Afon Alun arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 102.2 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 326,545.2 E 361,934.7 N with 102.2 km above it and no outflow; the link's upstream node at 327,797.1 E 360,461.9 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 4.8 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
1FFEEBC3-9C04-40B2-AD2F-7D04E0A494C0,"River Bure arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 98.2 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 619,910.3 E 328,139.9 N with 98.2 km above it and no outflow; the link's upstream node at 620,691.0 E 327,558.2 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 3.2 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
76739454-B3B4-4449-A06B-84638F6F3068,"River Frome arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 94.1 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 369,076.5 E 91,121.2 N with 94.1 km above it and no outflow; the link's upstream node at 370,216.2 E 90,469.8 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 3.1 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
